epoch,train_loss,val_return
1,0.449151953629085,500.0
2,0.3634030513252531,492.3
3,0.35108341408627375,500.0
4,0.3464058557152748,500.0
5,0.34310122285570416,500.0
6,0.3408852925470897,500.0
