epoch,train_loss,val_return
1,0.47643034692321506,16.1
2,0.38621945385422024,145.4
3,0.36865240931510923,81.3
4,0.36008550247975757,41.2
5,0.3541718230502946,152.1
6,0.34973559707403185,103.1
7,0.34739156450544084,212.6
