epoch,train_loss,val_return
1,0.46844855453286854,438.9
2,0.35387377487761634,500.0
3,0.3448192121727126,500.0
4,0.34169790157249996,500.0
5,0.3388637039065361,499.1
6,0.3371514198609761,500.0
7,0.33602533306394305,500.0
